title,content_type,year,certificate,duration,genre,rating,votes
Big Mouth,TV Show,2017,TV-MA,30,"Animation, Comedy, Romance",7.9,77339
Run,Movie,2020,PG-13,90,"Mystery, Thriller",6.7,77264
Elite,TV Show,2018,TV-MA,60,"Crime, Drama, Thriller",7.4,77113
Black Book,Movie,2006,R,145,"Drama, Thriller, War",7.7,77055
Army of Thieves,TV Show,2021,TV-MA,127,"Action, Comedy, Crime",6.4,75902
Perfect Blue,Movie,1997,R,81,"Animation, Crime, Drama",8.0,75641
The Iceman,Movie,2012,R,106,"Biography, Crime, Drama",6.8,75326
Fractured,TV Show,2019,TV-MA,99,Thriller,6.4,74728
The Night Before,Movie,2015,R,101,"Comedy, Fantasy",6.3,74545
The Woman in the Window,Movie,2021,R,100,"Crime, Drama, Mystery",5.7,74469
Mercury Rising,Movie,1998,R,111,"Action, Crime, Drama",6.1,74419
The Dig,Movie,2021,PG-13,112,"Biography, Drama, History",7.1,74270
The Infiltrator,Movie,2016,R,127,"Biography, Crime, Drama",7.0,74191
Mank,Movie,2020,R,131,"Biography, Comedy, Drama",6.8,74186
Dreamgirls,Movie,2006,PG-13,130,"Drama, Music, Musical",6.6,74022
A Very Long Engagement,Movie,2004,R,133,"Drama, Mystery, Romance",7.6,73958
Hotel Transylvania 3: Summer Vacation,Movie,2018,PG,97,"Animation, Adventure, Comedy",6.3,73751
Robin Hood,Movie,2018,PG-13,116,"Action, Adventure, Drama",5.3,73741
Master of None,TV Show,2015,TV-MA,30,"Comedy, Drama",8.2,73214
Charlie's Angels,Movie,2019,PG-13,118,"Action, Adventure, Comedy",4.9,73202
The Fundamentals of Caring,TV Show,2016,TV-MA,97,"Comedy, Drama",7.3,72933
Redemption,Movie,2013,R,100,"Action, Crime, Drama",6.2,72611
Triple 9,Movie,2016,R,115,"Action, Crime, Thriller",6.3,72474
Death Wish,Movie,2018,R,107,"Action, Crime, Drama",6.3,72384
Paranormal,TV Show,2020,TV-14,45,"Drama, Fantasy, Horror",8.0,72160
The Christmas Chronicles,Movie,2018,PG,104,"Adventure, Comedy, Family",7.0,72157
Outlaw King,Movie,2018,R,121,"Action, Biography, Drama",6.9,71960
Scary Movie V,Movie,2013,PG-13,86,Comedy,3.5,71952
Child 44,Movie,2015,R,137,"Crime, Drama, History",6.4,71468
The Ten Commandments,Movie,1956,G,220,"Adventure, Drama, Family",7.9,71119
Isn't It Romantic,Movie,2019,PG-13,89,"Comedy, Fantasy, Musical",5.9,70076
Dead Man Down,Movie,2013,R,118,"Action, Crime, Drama",6.4,68250
Climax,Movie,2018,R,97,"Drama, Horror, Music",6.9,67926
Spy Kids 2: Island of Lost Dreams,Movie,2002,PG,100,"Action, Adventure, Comedy",5.2,67870
Rust and Bone,Movie,2012,R,120,"Drama, Romance",7.4,67766
The Client,Movie,1994,PG-13,119,"Crime, Drama, Mystery",6.7,66825
Godless,TV Show,2017,TV-MA,452,"Action, Drama, Western",8.3,66821
The Devil's Own,Movie,1997,R,111,"Action, Crime, Drama",6.2,66112
Sing 2,Movie,2021,PG,110,"Animation, Adventure, Comedy",7.4,65399
Inventing Anna,TV Show,2022,TV-MA,65,Drama,6.8,65185
Holidate,TV Show,2020,TV-MA,104,"Comedy, Romance",6.1,64848
The Snowman,Movie,2017,R,119,"Crime, Drama, Thriller",5.1,64629
Pan,Movie,2015,PG,111,"Action, Adventure, Comedy",5.7,64414
The Tinder Swindler,TV Show,2022,TV-MA,114,"Documentary, Crime",7.1,64227
Brooklyn's Finest,Movie,2009,R,132,"Action, Crime, Drama",6.7,64048
Hotel Mumbai,Movie,2018,R,123,"Action, Drama, History",7.6,63979
Sabotage,Movie,2014,R,109,"Action, Crime, Drama",5.7,63842
1922,TV Show,2017,TV-MA,102,"Crime, Drama, Horror",6.2,63582
Observe and Report,Movie,2009,R,86,"Comedy, Crime, Drama",5.7,63494
Kahaani,Movie,2012,Not Rated,122,"Mystery, Thriller",8.1,62937
Day Shift,Movie,2022,R,113,"Action, Comedy, Fantasy",6.1,62931
Takers,Movie,2010,PG-13,107,"Action, Crime, Drama",6.2,62903
The Lost Daughter,Movie,2021,R,121,Drama,6.7,62800
Fear Street: Part Two - 1978,Movie,2021,R,109,"Drama, Horror, Mystery",6.7,62722
Whisper of the Heart,Movie,1995,G,111,"Animation, Drama, Family",7.9,62536
The Little Prince,Movie,2015,PG,108,"Animation, Adventure, Drama",7.7,62222
Mowgli: Legend of the Jungle,Movie,2018,PG-13,104,"Adventure, Drama, Fantasy",6.5,62142
The Harder They Fall,Movie,2021,R,139,"Action, Drama, Western",6.5,61698
Velvet Buzzsaw,Movie,2019,R,113,"Horror, Mystery, Thriller",5.7,61331
Disenchantment,TV Show,2018,TV-MA,30,"Animation, Action, Adventure",7.2,61178
Kate,Movie,2021,R,106,"Action, Adventure, Crime",6.2,61030
Behind Her Eyes,TV Show,2021,TV-MA,298,"Drama, Mystery, Thriller",7.2,60901
Dolemite Is My Name,Movie,2019,R,118,"Biography, Comedy, Drama",7.2,60868
I Am Not Okay with This,TV Show,2020,TV-MA,30,"Comedy, Drama, Fantasy",7.5,60738
Spy Kids 3: Game Over,Movie,2003,PG,84,"Action, Adventure, Comedy",4.3,60653
The White Tiger,Movie,2021,R,125,"Crime, Drama",7.1,60169
My Hero Academia,TV Show,2016,TV-14,24,"Animation, Action, Adventure",8.4,60041
The Girl with All the Gifts,Movie,2016,R,111,"Action, Adventure, Drama",6.6,59969
Kung Fury,Movie,2015,Not Rated,31,"Short, Action, Comedy",8.0,59747
Spectral,Movie,2016,PG-13,107,"Action, Adventure, Sci-Fi",6.3,59604
Manifest,TV Show,2018,TV-14,43,"Drama, Mystery, Sci-Fi",7.1,59167
Manhunt,TV Show,2017,TV-14,60,"Biography, Crime, Drama",8.1,59078
Drinking Buddies,Movie,2013,R,90,"Comedy, Drama, Romance",6.1,58711
Rumor Has It...,Movie,2005,PG-13,97,"Comedy, Drama, Romance",5.5,58670
Monster Hunter,Movie,2020,PG-13,103,"Action, Adventure, Fantasy",5.2,58347
Step Up 3D,Movie,2010,PG-13,107,"Drama, Music, Romance",6.1,58322
I Don't Feel at Home in This World Anymore.,TV Show,2017,TV-MA,93,"Comedy, Crime, Drama",6.9,58103
Live by Night,Movie,2016,R,129,"Action, Thriller",6.4,57377
Macbeth,Movie,2015,R,113,"Drama, History, War",6.6,56963
Jujutsu Kaisen,TV Show,2020,TV-MA,24,"Animation, Action, Adventure",8.6,56920
Stonehearst Asylum,Movie,2014,PG-13,112,"Drama, Horror, Mystery",6.8,56882
The Cat Returns,Movie,2002,G,75,"Animation, Adventure, Comedy",7.2,56870
Circle,Movie,2015,Not Rated,87,"Drama, Horror, Mystery",6.0,56467
Always Be My Maybe,Movie,2019,PG-13,101,"Comedy, Romance",6.8,56455
Step Up Revolution,Movie,2012,PG-13,99,"Drama, Music, Romance",6.4,56405
In the Tall Grass,TV Show,2019,TV-MA,101,"Horror, Mystery, Sci-Fi",5.4,56339
Ratched,TV Show,2020,TV-MA,60,"Crime, Drama, History",7.2,55875
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Movie,1996,R,89,"Comedy, Crime",6.5,55787
Mirage,TV Show,2018,TV-MA,128,"Drama, Fantasy, Mystery",7.4,55701
Ip Man 3,Movie,2015,PG-13,105,"Action, Biography, Drama",7.0,55640
"See No Evil, Hear No Evil",Movie,1989,R,103,"Comedy, Crime",6.8,54756
Neon Genesis Evangelion: The End of Evangelion,TV Show,1997,TV-MA,87,"Animation, Action, Drama",8.0,54347
Gangubai Kathiawadi,TV Show,2022,TV-MA,152,"Biography, Crime, Drama",7.0,54207
My Octopus Teacher,TV Show,2020,TV-G,85,Documentary,8.1,54166
Flashdance,Movie,1983,R,95,"Drama, Music, Romance",6.2,53738
NCIS: Los Angeles,TV Show,2009,TV-14,43,"Action, Crime, Drama",6.7,53571
Shaft,Movie,2019,R,111,"Action, Comedy, Crime",6.4,53555
Set It Up,TV Show,2018,TV-14,105,"Comedy, Romance",6.5,53464
Don't F**k with Cats: Hunting an Internet Killer,TV Show,2019,TV-MA,187,"Documentary, Crime",8.0,53411
How It Ends,TV Show,2018,TV-MA,113,"Action, Drama, Mystery",5.0,53299
Extinction,TV Show,2018,TV-MA,95,"Action, Drama, Sci-Fi",5.8,53157
In the Shadow of the Moon,TV Show,2019,TV-MA,115,"Action, Crime, Mystery",6.2,53157
Apostle,TV Show,2018,TV-MA,130,"Drama, Fantasy, Horror",6.3,52870
Arbitrage,Movie,2012,R,107,"Drama, Thriller",6.6,52605
Clickbait,TV Show,2021,TV-MA,368,"Crime, Drama, Mystery",7.2,52589
Ma Rainey's Black Bottom,Movie,2020,R,94,"Drama, Music",6.9,52538
Fantasy Island,Movie,2020,PG-13,109,"Fantasy, Horror, Mystery",4.9,52319
Spiderhead,Movie,2022,R,106,"Action, Crime, Drama",5.4,52102
Fear Street: Part Three - 1666,Movie,2021,R,114,"Horror, Mystery",6.6,52059
Child's Play,Movie,2019,R,90,"Drama, Horror, Sci-Fi",5.7,51894
Da 5 Bloods,Movie,2020,R,154,"Adventure, Drama, War",6.5,51378
Sweet Tooth,TV Show,2021,TV-14,,"Action, Adventure, Drama",7.8,51170
The Mauritanian,Movie,2021,R,129,"Biography, Drama, Thriller",7.4,51115
The Laundromat,Movie,2019,R,96,"Comedy, Crime, Drama",6.3,50985
Alice in Borderland,TV Show,2020,TV-MA,50,"Action, Drama, Mystery",7.6,50974
Love Hard,TV Show,2021,TV-MA,104,"Comedy, Romance",6.3,50967
Texas Chainsaw Massacre,Movie,2022,R,81,"Crime, Horror, Thriller",4.8,50801
Honest Thief,Movie,2020,PG-13,99,"Action, Thriller",6.0,50172
The Stranger,TV Show,2020,TV-MA,363,"Crime, Drama, Mystery",7.3,50086
Icarus,TV Show,2017,TV-MA,120,"Documentary, Sport",7.9,50065
Sharknado,Movie,2013,Not Rated,86,"Action, Adventure, Comedy",3.3,49890
The Ridiculous 6,TV Show,2015,TV-14,119,"Action, Adventure, Comedy",4.8,49602
Zeitgeist,Movie,2007,Not Rated,118,"Documentary, History",8.1,49587
Hubie Halloween,Movie,2020,PG-13,103,"Comedy, Mystery",5.2,49569
The Dirt,TV Show,2019,TV-MA,107,"Biography, Comedy, Drama",6.9,49568
Pieces of a Woman,Movie,2020,R,126,Drama,7.0,49524
To the Bone,TV Show,2017,TV-MA,107,Drama,6.8,49505
When We First Met,TV Show,2018,TV-14,97,"Comedy, Fantasy, Romance",6.4,49438
Heartstopper,TV Show,2022,TV-14,30,"Drama, Romance",8.7,49420
Alvin and the Chipmunks: The Squeakquel,Movie,2009,PG,88,"Animation, Adventure, Comedy",4.5,49386
Mudbound,Movie,2017,R,134,"Drama, War",7.4,49339
Kon-Tiki,Movie,2012,PG-13,118,"Action, Adventure, Biography",7.2,49337
I See You,Movie,2019,R,98,"Crime, Drama, Horror",6.8,49300
In the Name of the King: A Dungeon Siege Tale,Movie,2007,PG-13,127,"Action, Adventure, Fantasy",3.8,49241
The Meyerowitz Stories,TV Show,2017,TV-MA,112,"Comedy, Drama",6.9,49217
Miracle in Cell No. 7,TV Show,2019,TV-14,132,Drama,8.2,48567
Archive 81,TV Show,2022,TV-MA,60,"Drama, Horror, Mystery",7.3,48309
Blood Red Sky,TV Show,2021,TV-MA,121,"Action, Adventure, Drama",6.1,48309
Inside,TV Show,2021,TV-MA,87,"Comedy, Drama, Music",8.6,48299
CHIPS,Movie,2017,R,100,"Action, Comedy, Crime",6.0,48181
Outer Banks,TV Show,2020,TV-MA,50,"Action, Crime, Drama",7.6,48115
Ginny & Georgia,TV Show,2021,TV-14,,"Comedy, Drama",7.4,48057
The Girl in the Spider's Web,Movie,2018,R,115,"Action, Crime, Drama",6.1,47930
Dracula,TV Show,2020,TV-14,270,"Action, Drama, Fantasy",6.8,47794
A Man Apart,Movie,2003,R,109,"Action, Crime, Drama",6.0,47628
All of Us Are Dead,TV Show,2022,TV-MA,60,"Action, Drama, Fantasy",7.5,47580
Get Rich or Die Tryin',Movie,2005,R,117,"Biography, Crime, Drama",5.4,47480
Fyre,TV Show,2018,TV-MA,97,"Documentary, Crime, Music",7.2,47128
Mongol: The Rise of Genghis Khan,Movie,2007,R,126,"Action, Biography, Drama",7.2,46974
Before I Wake,Movie,2016,PG-13,97,"Drama, Fantasy, Horror",6.2,46899
Bill & Ted Face the Music,Movie,2020,PG-13,91,"Adventure, Comedy, Music",5.9,46881
The Do-Over,TV Show,2016,TV-MA,108,"Action, Adventure, Comedy",5.7,46845
War Machine,TV Show,2017,TV-MA,122,"Comedy, Drama, War",6.0,46794
The Tale of The Princess Kaguya,Movie,2013,PG,137,"Animation, Drama, Family",8.0,46657
The Guernsey Literary and Potato Peel Pie Society,TV Show,2018,TV-14,124,"Drama, Romance, War",7.3,46544
The Italian Job,Movie,1969,G,99,"Action, Comedy, Crime",7.2,46471
CM101MMXI Fundamentals,Unknown,2013,,139,"Documentary, Comedy",9.1,46282
Erased,TV Show,2016,TV-14,264,"Animation, Drama, Fantasy",8.5,46215
The Legend of Drunken Master,Movie,1994,R,102,"Action, Comedy",7.5,46202
Stowaway,TV Show,2021,TV-MA,116,"Adventure, Sci-Fi, Thriller",5.6,46158
Million Dollar Arm,Movie,2014,PG,124,"Biography, Drama, Sport",7.0,46153
The Professor and the Madman,Movie,2019,Not Rated,124,"Biography, Drama, History",7.2,46052
Kingdom,TV Show,2019,TV-MA,45,"Action, Drama, Horror",8.3,45888
Look Who's Back,Movie,2015,Not Rated,116,"Comedy, Drama, Fantasy",7.0,45688
Planes,Movie,2013,PG,91,"Animation, Adventure, Comedy",5.7,45527
Dark Places,Movie,2015,R,113,"Crime, Drama, Mystery",6.2,45465
Sword Art Online,TV Show,2012,TV-14,24,"Animation, Action, Adventure",7.6,45397
The Silence,Movie,2019,PG-13,90,"Drama, Horror, Sci-Fi",5.3,45389
Shutter,Movie,2004,Not Rated,97,"Horror, Mystery, Thriller",7.0,45222
Anon,TV Show,2018,TV-MA,100,"Crime, Mystery, Sci-Fi",6.1,44630
Maggie,Movie,2015,PG-13,95,"Drama, Horror, Sci-Fi",5.6,44549
Suburbicon,Movie,2017,R,105,"Comedy, Crime, Drama",5.7,44493
Escape Room: Tournament of Champions,Movie,2021,PG-13,88,"Action, Adventure, Horror",5.7,44400
The Chestnut Man,TV Show,2021,TV-MA,50,"Crime, Drama, Mystery",7.7,44386
Laggies,Movie,2014,R,99,"Comedy, Drama, Romance",6.4,44270
From Up on Poppy Hill,Movie,2011,PG,91,"Animation, Comedy, Drama",7.4,44201
The Woman in the House,TV Show,2022,TV-MA,208,"Comedy, Crime, Drama",6.4,44195
The Man from Toronto,Movie,2022,PG-13,110,"Action, Adventure, Comedy",5.8,43867
Gunpowder Milkshake,Movie,2021,R,114,"Action, Crime, Thriller",6.0,43839
Cargo,TV Show,2017,TV-MA,105,"Drama, Horror, Sci-Fi",6.3,43750
Revenge,Movie,2017,R,108,"Action, Horror, Thriller",6.4,43575
The Perfection,TV Show,2018,TV-MA,90,"Drama, Horror, Music",6.2,43524
The Witcher: Nightmare of the Wolf,TV Show,2021,TV-MA,83,"Animation, Action, Adventure",7.2,43497
Safe,TV Show,2018,TV-MA,356,"Crime, Drama, Mystery",7.2,43443
People Like Us,Movie,2012,PG-13,114,"Comedy, Drama",7.0,43248
The Serpent,TV Show,2021,TV-MA,458,"Crime, Drama, Thriller",7.6,43200
Fate: The Winx Saga,TV Show,2021,TV-MA,,"Action, Adventure, Drama",6.9,43179
Our Planet,TV Show,2019,TV-G,403,Documentary,9.3,43175
Messiah,TV Show,2020,TV-MA,43,"Drama, Mystery, Thriller",7.6,43128
Pokémon,TV Show,1997,TV-Y7,24,"Animation, Action, Adventure",7.5,42922
Operation Finale,Movie,2018,PG-13,122,"Biography, Drama, History",6.6,42606
Outside the Wire,Movie,2021,R,114,"Action, Adventure, Fantasy",5.4,42472
Hillbilly Elegy,Movie,2020,R,116,Drama,6.7,42262
The Spy,TV Show,2019,TV-MA,53,"Drama, History",7.9,42038
Rebecca,Movie,2020,PG-13,123,"Drama, Mystery, Romance",6.0,41997
Thunder Force,Movie,2021,PG-13,106,"Action, Adventure, Comedy",4.5,41955
Verónica,TV Show,2017,TV-MA,105,Horror,6.2,41818
The Hand of God,Movie,2021,R,130,Drama,7.3,41588
Serenity,Movie,2019,R,106,"Drama, Mystery, Thriller",5.4,41427
The Gunman,Movie,2015,R,115,"Action, Adventure, Crime",5.8,41280
Virgin River,TV Show,2019,TV-14,44,"Drama, Romance",7.4,41276
His House,TV Show,2020,TV-14,93,"Drama, Horror, Thriller",6.5,41196
Dhamaka,TV Show,2021,TV-14,103,"Crime, Drama, Thriller",7.1,40747
Coco Before Chanel,Movie,2009,PG-13,105,"Biography, Drama",6.6,40694
When Marnie Was There,Movie,2014,PG,103,"Animation, Drama, Family",7.7,40640
The Ice Road,Movie,2021,PG-13,109,"Action, Adventure, Thriller",5.6,40567
Drunken Master,Movie,1978,PG-13,111,"Action, Comedy",7.4,40397
Impractical Jokers,TV Show,2011,TV-14,30,"Comedy, Reality-TV",8.6,40287
Code 8,Movie,2019,Not Rated,98,"Action, Crime, Drama",6.1,40118
The One I Love,Movie,2014,R,91,"Comedy, Drama, Fantasy",7.0,40089
Blue Bloods,TV Show,2010,TV-14,43,"Crime, Drama, Mystery",7.7,40037
Tales from Earthsea,Movie,2006,PG-13,115,"Animation, Adventure, Fantasy",6.3,40010
The Siege of Jadotville,TV Show,2016,TV-MA,108,"Action, Drama, History",7.2,39952
The Wrong Missy,TV Show,2020,TV-MA,90,"Comedy, Romance",5.7,39860
The Babysitter: Killer Queen,TV Show,2020,TV-MA,101,"Comedy, Horror",5.8,39725
Formula 1: Drive to Survive,TV Show,2019,TV-MA,40,"Documentary, Sport",8.6,39632
ARQ,TV Show,2016,TV-MA,88,"Action, Sci-Fi, Thriller",6.3,39434
Cowboy Bebop,TV Show,2021,TV-MA,58,"Action, Adventure, Comedy",6.7,39424
Ludo,TV Show,2020,TV-MA,150,"Action, Comedy, Crime",7.6,39347
#Alive,TV Show,2020,TV-MA,98,"Action, Drama, Horror",6.3,39285
The Perfect Date,TV Show,2019,TV-14,89,"Comedy, Romance",5.8,39275
Sierra Burgess Is a Loser,Movie,2018,PG-13,105,"Comedy, Drama, Romance",5.8,39160
The Cave,Movie,2005,PG-13,97,"Adventure, Horror, Sci-Fi",5.1,39112
The Human Centipede 2 (Full Sequence),Movie,2011,Not Rated,91,Horror,3.8,39094
Mimi,TV Show,2021,TV-14,132,"Comedy, Drama",7.9,39063
Resident Evil,TV Show,2022,TV-MA,60,"Action, Horror, Sci-Fi",4.0,39033
To All the Boys: P.S. I Still Love You,TV Show,2020,TV-14,101,"Comedy, Drama, Romance",6.0,38979
Death to 2020,TV Show,2020,TV-MA,70,Comedy,6.8,38711
Oxygen,TV Show,2021,TV-14,100,"Drama, Fantasy, Sci-Fi",6.5,38611
John Dies at the End,Movie,2012,R,99,"Comedy, Fantasy, Horror",6.3,38551
Ghost in the Shell 2: Innocence,Movie,2004,PG-13,100,"Animation, Drama, Mystery",7.4,38504
Better Watch Out,Movie,2016,R,89,"Comedy, Horror, Thriller",6.5,38454
Gilmore Girls: A Year in the Life,TV Show,2016,TV-14,370,"Comedy, Drama",7.6,38451
Jupiter's Legacy,TV Show,2021,TV-MA,56,"Action, Adventure, Drama",6.7,38387
The Boy Who Harnessed the Wind,TV Show,2019,TV-PG,113,"Biography, Drama, History",7.6,38283
The Adventures of Sharkboy and Lavagirl 3-D,Movie,2004,PG,93,"Action, Adventure, Comedy",3.6,38137
Chip 'n Dale: Rescue Rangers,Movie,2022,PG,97,"Animation, Adventure, Comedy",7.0,37904
Late Night,Movie,2019,R,102,"Comedy, Drama",6.5,37701
Fatherhood,Movie,2021,PG-13,109,"Comedy, Drama",6.6,37606
Vikings: Valhalla,TV Show,2022,TV-MA,51,"Action, Adventure, Drama",7.2,37571
The Half of It,Movie,2020,PG-13,104,"Comedy, Drama, Romance",6.9,37562
Ragnarok,TV Show,2020,TV-MA,45,"Action, Drama, Fantasy",7.5,37517
Happy New Year,Movie,2014,Not Rated,180,"Action, Comedy, Crime",4.9,37421
Hold the Dark,TV Show,2018,TV-MA,125,"Action, Drama, Thriller",5.6,37393
New Amsterdam,TV Show,2018,TV-14,43,Drama,8.0,37212
Time Trap,Movie,2017,Not Rated,87,"Action, Adventure, Mystery",6.2,37065
Malcolm & Marie,Movie,2021,R,106,"Drama, Romance",6.6,37062
Hollywood,TV Show,2020,TV-MA,347,"Drama, History",7.5,36652
Vinland Saga,TV Show,2019,TV-MA,24,"Animation, Action, Adventure",8.8,36550
Senior Year,Movie,2022,R,111,Comedy,5.5,36521
The Sea Beast,Movie,2022,PG,115,"Animation, Adventure, Comedy",7.1,36407
Young Guns II,Movie,1990,PG-13,104,"Action, Western",6.5,36404
Hit and Run,Movie,2012,R,100,"Action, Adventure, Comedy",6.1,36319
The Devil Inside,Movie,2012,R,83,Horror,4.2,36124
The Shack,Movie,2017,PG-13,132,"Drama, Fantasy",6.2,36034
Eli,Movie,2019,R,98,"Drama, Horror, Mystery",5.8,36030
Victoria & Abdul,Movie,2017,PG-13,111,"Biography, Drama, History",6.8,35951
The Last Legion,Movie,2007,PG-13,101,"Action, Adventure, History",5.4,35943
13th,TV Show,2016,TV-MA,100,"Documentary, Crime, History",8.2,35589
Mute,TV Show,2018,TV-MA,126,"Mystery, Sci-Fi, Thriller",5.4,35557
The Lincoln Lawyer,TV Show,2022,TV-MA,60,"Crime, Drama, Mystery",7.7,35356
Dilwale,Movie,2015,Not Rated,158,"Action, Comedy, Drama",5.0,34990
22 Bullets,Movie,2010,Not Rated,117,"Action, Crime, Drama",6.6,34971
Jimmy Neutron: Boy Genius,Movie,2001,G,82,"Animation, Action, Adventure",6.0,34860
Gunjan Saxena: The Kargil Girl,TV Show,2020,TV-14,112,"Action, Biography, Drama",5.6,34797
A Man for All Seasons,Movie,1966,G,120,"Biography, Drama, History",7.7,34731
Double Team,Movie,1997,R,93,"Action, Comedy, Sci-Fi",4.8,34662
Step Up All In,Movie,2014,PG-13,112,"Drama, Music, Romance",5.9,34613
The Open House,TV Show,2018,TV-MA,94,"Horror, Thriller",3.3,34572
The Discovery,TV Show,2017,TV-MA,102,"Drama, Romance, Sci-Fi",6.2,34544
Mersal,Movie,2017,Not Rated,172,"Action, Thriller",7.5,34529
IO,TV Show,2019,TV-14,96,"Adventure, Drama, Sci-Fi",4.7,34443
Coming Soon,Unknown,2014,,134,"Comedy, Drama, Romance",7.3,34287
Dumplin',Movie,2018,PG-13,110,"Comedy, Drama",6.5,34117
22 July,Movie,2018,R,143,"Crime, Drama, History",6.8,34106
Survivor,Movie,2015,PG-13,96,"Action, Crime, Thriller",5.6,34029
Stree,Movie,2018,Not Rated,128,"Comedy, Horror",7.5,33919
Article 15,Movie,2019,Not Rated,130,"Crime, Drama, Mystery",8.2,33653
Forgotten,TV Show,2017,TV-MA,108,"Mystery, Thriller",7.4,33550
Big Game,Movie,2014,PG-13,110,"Action, Adventure",5.4,33388
Batman,Movie,1966,PG,105,"Action, Adventure, Comedy",6.5,33371
I Lost My Body,TV Show,2019,TV-MA,81,"Animation, Drama, Fantasy",7.5,32912
Alias Grace,TV Show,2017,TV-MA,267,"Biography, Crime, Drama",7.7,32897
Purple Hearts,TV Show,2022,TV-14,122,"Drama, Music, Romance",6.7,32797
The Professor,Movie,2018,R,90,"Comedy, Drama",6.7,32751
Between Two Ferns: The Movie,TV Show,2019,TV-MA,82,Comedy,6.1,32734
Only Yesterday,Movie,1991,PG,119,"Animation, Drama, Romance",7.6,32519
Thelma,Movie,2017,Not Rated,116,"Drama, Fantasy, Horror",7.0,32497
Tangerine,Movie,2015,R,88,"Comedy, Crime, Drama",7.1,32450
The Call,TV Show,2020,TV-MA,112,"Crime, Horror, Mystery",7.1,32424
How to Sell Drugs Online (Fast),TV Show,2019,TV-MA,30,"Comedy, Crime, Drama",7.8,32396
Into the Night,TV Show,2020,TV-MA,35,"Drama, Sci-Fi, Thriller",7.1,32118
Cam,TV Show,2018,TV-MA,94,"Drama, Horror, Mystery",5.9,32081
The Immigrant,Movie,2013,R,120,"Drama, Romance",6.6,32070
David Attenborough: A Life on Our Planet,Movie,2020,PG,83,"Documentary, Biography",8.9,32001
Sweet Girl,Movie,2021,R,110,"Action, Drama, Thriller",5.5,31856
The Kissing Booth 2,TV Show,2020,TV-14,134,"Comedy, Romance",5.7,31821
Celeste & Jesse Forever,Movie,2012,R,92,"Comedy, Drama, Romance",6.6,31753
The Bad Batch,Movie,2016,R,118,"Action, Horror, Mystery",5.2,31725
Tau,Movie,2018,R,97,"Sci-Fi, Thriller",5.8,31614
All the Bright Places,TV Show,2020,TV-MA,107,"Drama, Romance",6.5,31536
Marcella,TV Show,2016,TV-MA,45,"Crime, Drama, Mystery",7.4,31515
The Titan,TV Show,2018,TV-MA,97,"Drama, Mystery, Romance",4.8,31511
Things Heard & Seen,TV Show,2021,TV-MA,121,"Drama, Horror, Mystery",5.3,31421
The Machine,Movie,2013,R,91,"Action, Drama, Sci-Fi",6.0,31332
Stay Close,TV Show,2021,TV-MA,375,"Crime, Drama, Mystery",6.9,31279
Living with Yourself,TV Show,2019,TV-MA,26,"Comedy, Drama, Sci-Fi",7.2,31253
